id,text,symbol,filing_time,topic_ids,label,Comments
616,"The right to import and export gold, silver, zinc and lead may depend on obtaining certain licenses and quotas, which could be delayed or denied at the discretion of the relevant regulatory authorities, or could become subject to new taxes, tariffs or duties imposed by U.S. or foreign jurisdictions, which could have a material adverse effect on the Companys business, financial condition, or future prospects.",cde,2019-02,"[2, 10]",0,
617,"Our business may require substantial ongoing capital expenditures, and we may not have access to the capital required to reach full productive capacity at our mines.",hcc,2019-02,[1],0,
618,"The reverse stock split was effective with The NASDAQ Capital Market on July 11, 2016.",usau,2016-07,[3],0,
619,"Access to public financing has been negatively impacted by the volatility in the credit markets, which may affect our ability to obtain equity or debt financing in the future and, if obtained, to do so on favorable terms.",aumn,2013-03,"[1, 3]",0,
620,"Such volatility increases the cost of, and decreases access to, capital.",ceix,2021-02,"[4, 12]",0,
621,"If we are unable to fully remedy an environmental problem, we might be required to suspend exploration operations or to enter into interim compliance measures pending the completion of the required remedy.",usau,2021-07,"[2, 9, 11]",1,
622,These underground salt mines supply substantially all of the salt product necessary to support almost all of our North American highway deicing product line and significant portions of our consumer and industrial salt products.,cmp,2012-02,"[4, 14]",0,
623,"In addition to the approximately $169 million already paid under the Consent Decree in 2011, Hecla Limited remains obligated under the Consent Decree to make the following payments: $25 million of cash by October 8, 2012; $15 million of cash by October 8, 2013; and approximately $55.4 million by August 2014, as quarterly payments of the proceeds from the exercise of any outstanding Series 1 and Series 3 warrants (which have an exercise price of between $2.44 and $2.49 per share) during the quarter,",hl,2012-02,"[0, 3, 6]",0,
624,"The reserve data set forth in ""Item 2. Properties"" represent our engineering estimates.",arlp,2019-02,[7],0,
625,"If the value of the U.S. dollar declines relative to foreign currencies with respect to certain imported supplies or other products, our operating expenses will increase, which could materially adversely impact our profitability.",amr,2020-03,"[4, 5]",0,
626,The continuing operation of our Hycroft Mine and future development for mining and processing our mineral reserves and mineral resources will require significant investment.,hymc,2021-03,[9],0,
627,HBB's ability to select reliable suppliers who provide timely deliveries of quality products will impact its success in meeting customer demand.,nc,2012-02,"[4, 12, 14]",0,
628,These permits mandate concurrent and post-mining reclamation of mines and require the posting of reclamation bonds sufficient to guarantee the cost of mine reclamation.,vgz,2007-03,"[0, 2]",0,
629,"Illegal mining, which involves trespass into the development or operating area of the mine, is both a security and safety issue, which may present a security threat to property and human life.",nem,2018-02,[3],0,
630,"Our funding plans may, however, be negatively impacted by numerous factors, including higher than anticipated capital expenditures or lower than expected cash flow from operations.",arlp,2009-03,"[1, 7]",0,
631,Possible county zoning and building permits and authorization,vgz,2009-03,[2],0,
632,"In addition to currency translation risks, we incur currency transaction risk whenever we or one of our subsidiaries enter into either a purchase or a sales transaction using a currency other than the local currency of the transacting entity.",cmp,2010-02,[5],0,
633,The defendants believe that the lawsuit is without merit and are vigorously defending the action.,scco,2009-03,[11],0,
634,We cannot ensure that we will have an adequate supply of water to complete desired exploration or development of our mining properties.,mux,2020-03,"[1, 14]",0,
